Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,Price
868,85,0.697,4,5,1961,0.932,0.108,1.04,1.12,0,0,1.12,1,1,1,3,1,5,0,2,0.544,1.68,0,0,5,1.29
2,80,0.96,6,8,1976,0.978,0.284,1.262,1.262,0,0,1.262,0,2,0,3,1,6,1,2,0.46,2.98,0,0,5,1.815
1121,59,0.8263,6,5,1920,0,1.012,1.012,1.012,0,0,1.012,0,1,0,2,1,6,1,1,0.308,0,0.22,1.12,5,1.184
741,60,0.96,5,7,1910,0,0.264,0.264,0.768,0.664,0,1.432,0,2,0,2,1,7,0,2,0.36,2.7,0,1.12,5,1.32
1398,51,0.612,5,8,1920,0,0.939,0.939,0.939,0.574,0,1.513,0,1,1,4,1,8,0,1,0.18,0.24,0,1.5,5,1.375
1446,70,0.84,6,5,1966,0.187,0,0.814,0.913,0,0,0.913,1,1,0,3,1,6,0,1,0.24,0,0,2.52,5,1.29
1140,98,0.8731,5,5,1920,0.645,0.27,0.915,1.167,0,0,1.167,0,1,0,3,1,6,1,2,0.495,0,0,2.16,5,1.44
279,107,1.445,9,5,2006,0,2.121,2.121,2.121,0,0,2.121,0,2,1,3,1,8,1,3,0.732,1.24,0.98,0,5,4.15298
1185,50,3.5133,5,4,1963,1.159,0.413,1.572,1.572,0,0,1.572,1,1,1,3,1,5,2,3,0.995,0,2.63,0,5,1.867
183,60,0.906,5,6,1957,0,0,0,1.34,0,0,1.34,0,1,0,3,1,7,1,1,0.252,1.16,0,0,6,1.2
500,70,0.7535,5,7,1958,0.111,0.522,0.912,0.912,0,0,0.912,0,1,0,2,1,5,0,1,0.297,0.12,2.85,0,6,1.2
861,55,0.7642,7,8,1918,0,0.912,0.912,0.912,0.514,0,1.426,0,1,1,3,1,7,1,1,0.216,0,2.4,0,6,1.8995
450,50,0.6,3,7,1948,0.331,0.318,0.649,0.679,0.504,0,1.183,0,1,1,2,1,6,0,1,0.308,0,1.76,0,6,1.2
322,99,1.2099,8,5,2004,0.97,0.166,1.136,1.136,1.332,0,2.468,1,2,1,4,1,10,1,3,0.872,1.84,1.54,0,6,3.54
794,76,0.9158,8,5,2007,0,1.496,1.496,1.496,0,0,1.496,0,2,0,3,1,7,0,2,0.474,1.68,1.3,0,6,2.25
793,92,0.992,7,5,1996,0.862,0.255,1.117,1.127,0.886,0,2.013,1,2,1,3,1,8,1,2,0.455,1.8,1.3,0,6,2.6979
227,82,0.995,7,5,1995,0.565,0.638,1.203,1.214,1.306,0,2.52,0,2,1,4,1,9,1,3,0.721,2.24,1.14,0,6,2.9
24,44,0.4224,5,7,1976,0.84,0.2,1.04,1.06,0,0,1.06,1,1,0,3,1,6,1,2,0.572,1,1.1,0,6,1.299
907,116,1.3501,8,5,2006,0.063,1.56,1.623,1.636,0,0,1.636,1,2,0,3,1,8,1,3,0.865,0,0.6,0,6,2.55
1242,83,0.9849,7,6,2007,0,1.689,1.689,1.689,0,0,1.689,0,2,0,3,1,7,0,3,0.954,0,0.56,0,6,2.48328
286,35,0.4251,7,5,2006,0,0.625,0.625,0.625,0.625,0,1.25,0,2,1,2,1,5,0,2,0.528,0,0.54,0,6,1.647
1053,100,0.95,6,6,1964,0.442,0.374,0.816,1.127,0.85,0,1.977,0,1,1,4,1,9,1,2,0.54,0,0.52,0,6,1.65
881,60,0.7024,5,5,2005,0.98,0.11,1.09,1.09,0,0,1.09,1,1,1,2,1,5,0,2,0.45,0,0.49,0,6,1.57
544,34,0.4058,7,5,1998,0.584,0,0.723,0.767,0,0,0.767,1,1,0,1,1,4,0,1,0.367,1.2,0.4,0,6,1.33
116,34,0.323,6,5,1999,0.419,0.31,0.729,0.729,0.729,0,1.458,0,2,1,2,1,5,1,2,0.44,0,0.32,0,6,1.76
68,72,1.0665,7,5,2003,1.013,0.44,1.453,1.479,0,0,1.479,1,2,0,3,1,7,0,2,0.558,1.44,0.29,0,6,2.26
690,61,0.7577,6,5,2005,0.02,1.342,1.362,1.362,0,0,1.362,0,2,0,2,1,6,1,2,0.46,1.92,0.28,0,6,1.947
781,63,0.7875,7,5,1995,0,1.237,1.237,1.253,0,0,1.253,0,2,0,3,1,6,1,2,0.402,2.2,0.21,0,6,1.76
444,53,0.3922,7,5,2006,0,1.258,1.258,1.258,0,0,1.258,0,2,0,2,1,6,1,3,0.648,1.44,0.16,0,6,1.725
1035,50,0.6305,5,7,1938,0,0.92,0.92,0.954,0,0,0.954,0,1,0,2,1,5,1,1,0.24,0,0,0,6,1.1975
72,69,0.7599,4,6,1982,0.565,0.28,0.845,0.845,0,0,0.845,1,1,0,2,1,4,0,2,0.36,0,0,0,6,1.295
1341,70,0.8294,4,5,1971,0,0.858,0.858,0.872,0,0,0.872,0,1,0,3,1,5,0,4,0.48,0,0,0,6,1.23
487,79,1.0289,5,7,1965,0.836,0.237,1.073,1.073,0,0,1.073,1,1,1,3,1,6,0,2,0.515,0,0,0,6,1.56
944,100,2.5,5,4,1967,0,1.632,1.632,1.632,0,0,1.632,0,2,0,4,2,8,0,2,0.576,0,0,0,6,1.43
275,76,0.8314,5,7,1982,0.546,0.27,0.816,0.816,0,0,0.816,0,1,0,2,1,5,0,1,0.264,1.68,0,0,6,1.245
468,79,0.948,5,7,1942,0.386,0.342,0.728,0.888,0.756,0,1.644,0,1,1,3,1,7,2,1,0.312,1.68,0,0,6,1.465
1226,65,1.0482,6,8,1958,0.507,0.081,0.588,1.138,0,0,1.138,0,1,0,3,1,6,0,1,0.264,2.24,0,0,6,1.45
299,90,1.17,6,6,1968,0.384,0.143,0.702,1.041,0.702,0,1.743,0,1,2,3,1,7,1,2,0.539,2.24,0,0,6,1.75
297,75,1.371,5,5,1950,0.42,0.49,0.91,0.91,0.648,0,1.558,0,1,1,4,1,6,0,1,0.282,2.89,0,0,6,1.52
176,84,1.2615,6,7,1950,0.477,0.725,1.202,2.158,0,0,2.158,1,2,0,4,1,7,1,2,0.576,0,0.29,0.39,6,2.43
515,55,1.0594,5,5,1926,0,0.768,0.768,0.789,0,0,0.789,0,1,0,2,1,5,0,1,0.2,0,0,1.12,6,0.965
122,50,0.606,4,5,1939,0,0.732,0.732,0.772,0.351,0,1.123,0,1,0,3,1,4,0,1,0.264,0,0,1.4,6,1
527,70,1.33,5,7,1956,0.377,0.551,0.928,0.928,0,0,0.928,0,1,0,2,1,4,0,1,0.252,2.61,0,1.56,6,1.32
514,71,0.9187,6,5,1983,0.336,0.748,1.084,1.08,0,0,1.08,0,1,1,3,1,5,0,2,0.484,1.2,0,1.58,6,1.34
22,57,0.7449,7,7,1930,0,0.637,0.637,1.108,0,0,1.108,0,1,0,3,1,6,1,1,0.28,0,0,2.05,6,1.394
307,116,1.3474,7,5,1990,0.7,0,0.7,1.122,1.121,0,2.243,1,2,1,4,1,8,1,3,0.746,1.27,0.44,2.24,6,2.25
837,90,0.81,5,6,1948,0.338,1.221,1.559,1.559,0,0,1.559,1,1,0,2,1,5,0,2,0.812,0,1.16,2.3,6,1.535
800,60,0.72,5,7,1937,0.569,0.162,0.731,0.981,0.787,0,1.768,1,1,1,3,1,7,2,1,0.24,0,0,2.64,6,1.75
1071,72,1.0152,5,5,1956,0.586,0.462,1.048,1.048,0,0,1.048,1,1,0,3,1,6,0,1,0.286,0,0.2,0,6,1.35
298,66,0.7399,7,5,1997,0.649,0.326,0.975,0.975,0.975,0,1.95,0,2,1,3,1,7,1,2,0.576,0,0.1,0,6,2.39
674,110,1.4442,6,7,1957,1.186,0.291,1.477,1.839,0,0,1.839,1,2,0,3,1,7,2,2,0.416,0,0.87,0,6,2.575
1183,160,1.5623,10,5,1996,2.096,0.3,2.396,2.411,2.065,0,4.476,1,3,1,4,1,10,2,3,0.813,1.71,0.78,0,7,7.45
398,69,0.759,5,5,1962,0.54,0.324,0.864,0.876,0.936,0,1.812,0,2,0,4,1,8,1,1,0.264,0,1.68,0,7,1.695
48,84,1.1096,8,5,2006,0.024,1.632,1.656,1.656,0,0,1.656,0,2,0,3,1,7,0,3,0.826,0,1.46,0,7,2.497
16,51,0.612,7,8,1929,0,0.832,0.832,0.854,0,0,0.854,0,1,0,2,1,5,0,2,0.576,0.48,1.12,0,7,1.32
42,115,1.6905,5,6,1959,0.967,0.383,1.35,1.328,0,0,1.328,0,1,1,2,1,5,2,1,0.308,0,1.04,0,7,1.7
921,70,0.8462,6,5,1994,0.814,0.114,0.928,0.936,0.785,0,1.721,0,2,1,3,1,7,0,2,0.471,3,0.87,0,7,2.01
966,65,1.0237,6,5,2005,0,0.783,0.783,0.783,0.701,0,1.484,0,2,1,3,1,8,1,2,0.393,0,0.72,0,7,1.789
474,110,1.4977,8,5,2006,1.35,0.626,1.976,1.976,0,0,1.976,1,2,0,2,1,7,1,3,0.908,2.5,0.63,0,7,4.4
337,86,1.4157,9,5,2005,1.249,0.673,1.922,1.922,0,0,1.922,1,2,0,3,1,8,1,3,0.676,1.78,0.51,0,7,3.77426
1129,59,1.1796,7,5,2004,0,0.847,0.847,0.847,1.112,0,1.959,0,2,1,4,1,8,1,2,0.434,1,0.48,0,7,2.15
375,65,0.82,7,5,2003,0,0.847,0.847,0.847,1.081,0,1.928,0,2,1,4,1,8,1,2,0.434,1,0.48,0,7,2.195
684,90,1.1248,9,5,2002,1.059,0.567,1.626,1.668,0,0,1.668,1,2,0,3,1,7,1,3,0.702,2.57,0.45,0,7,2.85
775,110,1.4226,8,5,2006,0,1.935,1.935,1.973,0,0,1.973,0,2,0,3,1,9,1,3,0.895,3.15,0.45,0,7,3.95
993,80,0.976,6,8,1964,0.536,0.169,0.822,1.02,0.831,0,1.851,0,2,1,3,1,7,1,2,0.44,2.39,0.42,0,7,1.87
395,60,1.0134,5,6,1940,0,0.735,0.735,0.735,0.299,0,1.034,0,1,0,2,1,5,0,1,0.24,0,0.39,0,7,1.09
709,65,0.9018,7,5,2007,0,0.728,0.728,0.728,0.728,0,1.456,0,2,1,3,1,8,1,2,0.4,1,0.24,0,7,1.7954
1076,75,1.3125,7,6,1940,0.41,0.39,0.8,0.96,0.78,0,1.74,0,1,1,3,1,6,2,1,0.24,0,0,0,7,2.195
774,70,1.015,5,5,1958,0.456,0.456,0.912,0.912,0,0,0.912,0,1,0,2,1,5,0,1,0.275,0,0,0,7,1.145
1102,61,0.9758,5,5,1971,0.412,0.251,0.95,0.95,0,0,0.95,0,1,0,3,1,5,0,1,0.28,0,0,0,7,1.195
1270,78,1.1344,5,5,1958,0.46,0.414,0.874,0.874,0.65,0,1.524,0,1,1,3,1,7,0,1,0.315,0,0,0,7,1.44
1276,95,1.1345,5,5,1948,0.22,0.708,0.928,0.928,0.992,0,1.92,0,2,0,4,2,10,0,2,0.4,0,0,0,7,1.37
1345,85,1.1103,7,5,2006,0,0.728,0.728,0.728,0.728,0,1.456,0,2,1,3,1,8,1,2,0.44,0,0,0,7,1.55835
802,40,0.48,4,7,1916,0.197,0.999,1.196,1.196,0,0,1.196,1,1,0,2,1,5,0,2,0.44,0,0,0,7,1.099
891,60,0.8064,5,7,1949,0,0.672,0.672,0.672,0.252,0,0.924,0,1,0,3,1,6,1,2,0.576,0,0,0,7,1.229
133,75,0.7388,5,6,1959,0.405,0.658,1.063,1.327,0,0,1.327,1,1,0,3,1,7,0,2,0.624,0,0,0,7,1.5075
963,24,0.2308,6,6,1976,0.556,0.248,0.804,0.804,0.744,0,1.548,1,2,1,3,1,7,1,2,0.44,0.48,0,0,7,1.55
84,80,0.8892,5,5,1960,0,1.065,1.065,1.065,0,0,1.065,0,1,1,3,1,6,0,2,0.461,0.74,0,0,7,1.265
306,80,1.0386,8,5,2004,1.464,0.536,2,2,0,0,2,1,2,0,3,1,8,0,3,0.888,1.68,0,0,7,3.059
951,60,0.72,5,8,1950,0.398,0.317,0.864,0.864,0,0,0.864,1,1,0,3,1,5,0,2,0.72,1.94,0,0,7,1.29
115,61,0.7259,6,8,1945,0.774,0.104,1.028,1.436,0.884,0,2.32,1,2,1,3,1,9,1,1,0.18,2.24,0,0,7,2.595
634,80,0.925,5,7,1954,0.48,0.108,1.056,1.056,0,0,1.056,0,1,0,3,1,6,0,1,0.26,3.9,0,0,7,1.394
285,50,0.8012,6,5,1992,0.43,1.145,1.575,1.575,0,0,1.575,1,2,0,2,1,5,0,2,0.529,0,0,0.52,7,1.792
1193,60,0.96,5,8,1925,0,0.702,0.702,0.842,0.63,0,1.472,0,1,0,3,1,6,0,1,0.25,0,0,0.84,7,1.25
1264,60,1.3515,6,6,1919,0,0.764,0.764,1.06,0.764,0,1.824,0,1,0,3,1,8,1,2,0.52,0,0,1.26,7,1.805
717,60,1.08,7,8,1890,0,0.718,0.718,1.576,0.978,0,2.554,0,1,1,3,1,8,0,2,0.704,0,0.48,1.43,7,1.595
1346,50,0.6,4,4,1920,0.25,0.71,0.96,0.96,0,0,0.96,0,1,0,2,1,5,0,1,0.308,0,0,1.68,7,1.085
180,60,0.852,5,6,1923,0,0.968,0.968,0.968,0,0,0.968,0,1,0,2,1,5,0,2,0.48,0,0,1.84,7,1
1156,90,1.0768,5,8,1976,1.157,0.28,1.437,1.437,0,0,1.437,1,2,0,3,1,6,1,2,0.528,0,0.21,0,7,2.18
476,80,0.848,5,6,1963,0.63,0.34,0.97,0.97,0,0,0.97,1,1,0,2,1,5,0,2,0.624,0,0.24,0,7,1.325
290,60,0.873,6,7,1915,0,0.698,0.698,0.698,0.698,0,1.396,0,1,0,3,1,7,0,1,0.384,0,0,0,7,1.53575
619,90,1.1694,9,5,2007,0.048,1.774,1.822,1.828,0,0,1.828,0,2,0,3,1,9,1,3,0.774,0,1.08,0,7,3.14813
876,75,0.9,8,5,2007,0.064,1.12,1.184,1.184,1.426,0,2.61,0,2,1,4,1,11,1,2,0.55,2.08,3.64,0,8,3.03477
1404,49,1.5256,8,5,2007,0.929,0.556,1.485,1.464,0,0,1.464,1,2,0,3,1,6,0,3,0.754,1.68,1.6,0,8,2.82922
687,84,1.0207,7,6,2007,0,0.874,0.874,0.874,0.887,0,1.761,0,3,0,3,1,7,0,2,0.578,1.44,1.05,0,8,2.27875
850,80,0.96,6,7,1976,0,0.528,0.528,1.094,0.761,0,1.855,0,2,1,3,1,7,1,2,0.512,1.13,1,0,8,1.87
323,86,1.038,7,5,1986,0.028,0,1.502,1.553,1.177,0,2.73,1,2,1,4,1,8,1,2,0.576,2.01,0.96,0,8,3.01
358,44,0.4224,5,5,1976,0.874,0.268,1.142,1.142,0,0,1.142,1,1,1,3,1,6,1,2,0.528,5.36,0.9,0,8,1.34
632,34,0.459,8,5,2006,0.024,1.53,1.554,1.554,0,0,1.554,0,2,0,2,1,6,1,2,0.627,1.56,0.73,0,8,2.095
409,109,1.4154,7,5,2006,0,1.063,1.063,1.071,1.101,0,2.172,0,2,1,3,1,9,1,3,0.947,1.92,0.62,0,8,2.8
525,95,1.1787,7,5,1996,0.719,0.66,1.379,1.383,1.015,0,2.398,1,2,1,3,1,8,1,3,0.834,2.39,0.6,0,8,3.1575
7,75,1.0084,8,5,2004,1.369,0.317,1.686,1.694,0,0,1.694,1,2,0,3,1,7,1,2,0.636,2.55,0.57,0,8,3.07
475,41,0.533,8,5,2000,1.196,0.298,1.494,1.652,0,0,1.652,1,2,0,2,1,6,0,2,0.499,0.96,0.48,0,8,2.51
35,60,0.7313,9,5,2005,1.153,0.408,1.561,1.561,0,0,1.561,1,2,0,2,1,6,1,2,0.556,2.03,0.47,0,8,2.775
1456,62,0.7917,6,5,1999,0,0.953,0.953,0.953,0.694,0,1.647,0,2,1,3,1,7,1,2,0.46,0,0.4,0,8,1.75
1135,57,0.8773,6,5,1997,0,0.916,0.916,0.916,0.684,0,1.6,0,2,1,3,1,7,1,2,0.46,1,0.38,0,8,1.69
433,24,0.192,5,5,1971,0.471,0.294,0.765,0.765,0.6,0,1.365,1,1,1,2,1,6,0,2,0.44,2.4,0.36,0,8,1.225
14,91,1.0652,7,5,2006,0,1.494,1.494,1.494,0,0,1.494,0,2,0,3,1,7,1,3,0.84,1.6,0.33,0,8,2.795
416,73,0.8899,7,5,2007,0.024,1.316,1.34,1.34,0,0,1.34,0,2,0,3,1,6,0,2,0.396,1,0.3,0,8,1.81134
356,105,1.1249,6,5,1995,0.334,0.322,1.2,1.2,0,0,1.2,1,2,0,3,1,6,0,2,0.521,0,0.26,0,8,1.775
1051,73,0.8993,7,5,2007,0,1.302,1.302,1.302,0,0,1.302,0,2,0,3,1,6,0,2,0.436,0,0.22,0,8,1.76485
1388,60,0.852,6,7,1916,0.168,0,0.714,1.664,0.862,0,2.526,0,2,0,5,1,10,1,1,0.216,0.88,0.15,0,8,1.36
1433,60,1.08,4,6,1927,0,0.656,0.656,0.968,0,0,0.968,0,2,0,4,1,5,0,1,0.216,0,0,0,8,0.645
107,60,1.08,4,7,1885,0,0.641,0.641,1.047,0,0,1.047,0,1,0,2,1,6,0,1,0.273,0,0,0,8,1
332,70,0.8176,5,6,1958,0.846,0.21,1.056,1.056,0,0,1.056,1,1,0,3,1,6,0,1,0.308,0,0,0,8,1.39
956,82,0.7136,6,6,1946,0.484,0.495,0.979,0.979,0.979,0,1.958,0,2,0,4,2,8,0,2,0.492,0,0,0,8,1.45
914,82,0.627,5,6,1949,0.284,0.717,1.001,1.001,1.001,0,2.002,0,2,0,4,2,8,0,3,0.871,0,0,0,8,1.45
1130,60,0.72,5,5,1980,0.936,0,0.936,0.936,0,0,0.936,1,1,0,2,1,4,0,2,0.672,0.49,0,0,8,1.4
1013,55,1.0592,6,7,1923,0,0.602,0.602,0.9,0.602,0,1.502,0,1,1,3,1,7,2,1,0.18,0.96,0,1.12,8,1.65
853,53,0.7128,7,5,1941,0.364,0.554,0.918,0.918,0.728,0,1.646,0,2,0,4,1,7,2,1,0.24,0,0,0,8,1.64
249,72,1.1317,7,5,2003,0,0.84,0.84,0.84,0.828,0,1.668,0,2,1,3,1,8,0,2,0.5,1.44,0.68,0,9,1.8
1063,85,1.36,5,5,1900,0,0.662,0.662,1.422,0.915,0,2.337,0,2,0,5,2,10,0,2,0.56,0,0.57,0,9,0.9
429,64,0.6762,7,5,2007,0.664,0.544,1.208,1.208,0,0,1.208,1,2,0,2,1,6,0,2,0.628,1.05,0.54,0,9,1.954
1083,70,0.8749,7,5,2002,0,1.459,1.459,1.459,0,0,1.459,0,2,0,3,1,6,1,2,0.527,1.92,0.39,0,9,1.92
609,78,1.2168,8,6,1934,0.428,0.537,0.965,1.94,1.254,0,3.194,0,2,1,4,1,10,2,2,0.38,0,0,0,9,3.591
456,80,0.96,7,6,1973,0.916,0.326,1.242,1.242,0,0,1.242,0,1,1,3,1,6,1,2,0.528,0,0,0,9,1.755
629,70,1.1606,5,5,1969,0.65,0.39,1.04,1.04,1.04,0,2.08,0,1,2,5,1,9,2,2,0.504,3.35,0,0,9,1.35
177,97,1.0029,6,5,1988,0.831,0.32,1.151,1.164,0.896,0,2.06,0,2,1,4,1,8,1,2,0.521,0,2.28,0,9,2.11
197,79,0.9416,7,5,2007,1.126,0.6,1.726,1.726,0,0,1.726,1,2,0,3,1,8,1,3,0.786,1.71,1.38,0,9,3.11872
524,130,4.0094,10,5,2007,2.26,0.878,3.138,3.138,1.538,0,4.676,1,3,1,3,1,11,1,3,0.884,2.08,4.06,0,10,1.8475
66,76,0.9591,8,5,2004,0,1.143,1.143,1.143,1.33,0,2.473,0,2,1,4,1,9,1,3,0.852,1.92,1.51,0,10,3.17
63,44,0.6442,8,5,2006,0.024,1.346,1.37,1.37,0,0,1.37,0,2,0,2,1,6,1,2,0.484,1.2,0.49,0,10,2.025
959,65,0.845,7,5,2003,0.699,0.638,1.337,1.337,0,0,1.337,1,2,0,3,1,6,0,2,0.531,0,0.39,0,10,1.85
1315,60,0.819,4,6,1954,0.732,0.216,0.948,0.948,0,0,0.948,1,1,0,3,1,5,1,1,0.28,0,0.36,0,10,1.19
1052,103,1.1175,7,5,2007,0,1.316,1.316,1.316,0,0,1.316,0,2,0,3,1,6,1,2,0.44,0,0.2,0,10,2.00141
779,60,0.84,5,5,1977,0,0,0,2.02,0,0,2.02,0,2,0,4,2,10,2,2,0.63,0,0,0,10,1.44
689,60,0.8089,8,6,2007,0.945,0.474,1.419,1.419,0,0,1.419,1,2,0,2,1,7,1,2,0.567,1.4,0,0,10,3.92
254,85,0.935,6,7,1964,0.27,0.452,1.302,1.302,0,0,1.302,0,2,0,3,1,7,0,1,0.309,3.33,0,0,10,1.58
165,40,0.54,6,7,1926,0.37,0.779,1.149,1.149,0.467,0,1.616,0,2,0,3,1,5,0,1,0.216,0,0,1.83,10,1.52
113,77,0.9965,7,5,2007,0.984,0.28,1.264,1.282,1.414,0,2.696,1,2,1,4,1,10,1,3,0.792,1.2,1.84,0,10,3.8397
889,95,1.5865,8,6,1970,0.351,1.043,2.217,2.217,0,0,2.217,1,2,0,4,1,8,1,2,0.621,0.81,2.07,0,10,2.68
948,85,1.4536,8,5,2002,1.3,0.316,1.616,1.629,0,0,1.629,1,2,0,3,1,9,1,3,0.808,0,2.52,0,11,2.7
262,69,0.9588,8,5,2007,0,1.482,1.482,1.482,1.092,0,2.574,0,2,1,3,1,10,1,3,0.868,0,1.48,0,11,2.76
1015,60,1.1664,6,5,1948,0.336,0.746,1.082,1.082,0,0,1.082,0,1,0,2,1,5,1,1,0.24,0,1.3,0,11,1.192
168,86,1.0562,8,5,2007,1.288,0.294,1.582,1.61,0.551,0,2.161,1,1,1,3,1,8,1,3,0.789,1.78,1.2,0,11,3.25624
978,35,0.4274,7,5,2006,1.106,0.135,1.241,1.241,0,0,1.241,1,1,1,1,1,4,0,2,0.569,0,1.16,0,11,1.999
760,65,1.2257,8,5,1995,0.056,1.198,1.318,1.328,1.203,0,2.531,0,2,1,4,1,9,1,3,0.752,2.22,0.98,0,11,2.9
867,67,1.0656,8,5,2006,0,1.638,1.638,1.646,0,0,1.646,0,2,0,3,1,6,1,3,0.87,1.92,0.8,0,11,2.489
1445,63,0.85,7,5,2004,0,1.422,1.422,1.422,0,0,1.422,0,2,0,3,1,7,0,2,0.626,1.92,0.6,0,11,1.796
1128,182,1.4572,7,5,2004,1.3,0.23,1.53,1.53,0,0,1.53,1,2,0,3,1,7,1,3,0.63,1.44,0.36,0,11,2.59
399,60,0.8967,5,2,1920,0,0.961,0.961,1.077,0,0,1.077,0,1,0,2,1,6,0,1,0.338,0,0,0,11,0.67
418,86,2.242,6,6,1918,1.128,0.242,1.37,1.37,1.254,0,2.624,1,2,1,4,1,10,1,3,0.864,0,0,0,11,2.39
1116,93,1.2085,8,5,2007,1.004,0.73,1.734,1.734,0,0,1.734,1,2,0,3,1,7,1,3,0.928,0,0,0,11,3.18
851,36,0.4435,6,5,2003,0.659,0.189,0.848,0.848,0,0,0.848,1,1,0,1,1,3,0,2,0.42,1.4,0,0,11,1.315
1192,24,0.2645,8,5,1999,0,0.776,0.776,0.764,0.677,0,1.441,0,2,1,2,1,5,0,2,0.492,2.06,0,0,11,1.74
1275,53,0.5362,5,6,1910,0,0.661,0.661,0.661,0.589,0,1.25,0,2,0,3,1,8,1,2,0.552,2.42,0,0.81,11,1.39
1151,57,0.828,6,5,1950,0,0.932,0.932,0.932,0,0,0.932,0,1,0,2,1,4,1,1,0.306,0,0,2.14,11,1.24
1440,80,1.1584,7,6,1979,0.315,0.114,0.539,1.04,0.685,0,1.725,0,2,1,3,1,6,1,2,0.55,0,0.88,2.16,11,1.97
919,103,1.3125,7,5,1991,0.048,0.422,1.104,0.912,1.215,0,2.127,1,2,1,4,1,8,1,3,0.833,0.72,1.92,2.24,11,2.38
94,60,0.72,6,6,1910,1.046,0.168,1.214,1.26,1.031,0,2.291,0,2,0,4,2,9,1,2,0.506,0,0,0,11,1.339
1256,52,0.624,6,6,1931,0.425,0.459,0.884,0.959,0.408,0,1.367,0,1,0,3,1,6,1,1,0.56,0,0,0,11,1.275
472,92,1.1952,7,6,1977,0,0.808,0.808,1.161,0.808,0,1.969,0,2,1,3,1,8,1,2,0.534,0,0,0,11,1.9
239,93,1.203,8,5,2007,0,1.694,1.694,1.694,0,0,1.694,0,2,0,3,1,7,0,3,0.818,1.68,2.28,0,12,3.18
378,102,1.1143,8,5,2004,0,1.58,1.58,1.58,0.886,0,2.466,0,3,0,4,1,8,1,2,0.61,1.59,2.14,0,12,3.4
